Age,fav_music_genre
20~35,Electronic/Dance
12~20,Rap
20~35,Melody
12~20,Melody
20~35,Pop
20~35,Rock
6~12,Pop
12~20,Pop
20~35,Rock
6~12,Rock
12~20,Rap
12~20,Pop
20~35,Rap
20~35,classical
60+,Pop
12~20,Rap
60+,classical
12~20,Melody
12~20,classical
20~35,Melody
20~35,Melody
35~60,Melody
20~35,Pop
35~60,Pop
12~20,classical
12~20,Rock
20~35,Melody
20~35,Melody
20~35,classical
12~20,Pop
12~20,Pop
35~60,Melody
12~20,classical
6~12,Melody
20~35,Rap
35~60,Electronic/Dance
6~12,Rap
12~20,Melody
12~20,Pop
6~12,Rap
20~35,Electronic/Dance
20~35,Melody
20~35,Pop
20~35,classical
20~35,Rock
20~35,Pop
60+,Pop
20~35,Pop
20~35,Rap
20~35,Pop
20~35,Rap
12~20,Rap
12~20,Melody
60+,Melody
20~35,Pop
12~20,Pop
12~20,Rap
20~35,Melody
20~35,Electronic/Dance
12~20,classical
20~35,Rock
12~20,Rap
35~60,classical
12~20,Pop
60+,classical
6~12,Melody
35~60,Pop
20~35,Rap
20~35,Rock
20~35,Pop
20~35,Pop
6~12,Pop
20~35,classical
20~35,Rock
20~35,Pop
12~20,classical
60+,Rock
35~60,Rock
20~35,Melody
20~35,Pop
20~35,classical
35~60,classical
35~60,Rock
20~35,Pop
20~35,Melody
12~20,Melody
20~35,classical
20~35,Melody
12~20,Melody
60+,Melody
20~35,Electronic/Dance
12~20,classical
35~60,Melody
20~35,Electronic/Dance
35~60,Melody
60+,classical
20~35,Rap
20~35,Melody
60+,Rap
35~60,Melody
20~35,Rap
60+,Pop
12~20,Pop
20~35,Pop
6~12,Melody
35~60,classical
20~35,Melody
35~60,Rock
20~35,classical
20~35,Melody
20~35,Pop
12~20,classical
20~35,Electronic/Dance
12~20,Rock
20~35,Pop
60+,Melody
20~35,Pop
60+,Rap
20~35,Melody
20~35,Melody
60+,Melody
12~20,classical
20~35,classical
12~20,Melody
12~20,Melody
20~35,Pop
20~35,Pop
12~20,Electronic/Dance
6~12,Rock
60+,classical
20~35,Rap
20~35,Rap
35~60,Rap
35~60,Rock
20~35,Melody
20~35,Rock
35~60,Pop
20~35,Melody
20~35,Rap
12~20,Melody
6~12,Melody
12~20,Rap
20~35,Pop
6~12,Rock
12~20,Rap
12~20,Electronic/Dance
12~20,Pop
6~12,classical
35~60,Melody
12~20,classical
20~35,Electronic/Dance
20~35,Pop
6~12,Rock
20~35,Pop
20~35,Melody
60+,classical
20~35,Rap
20~35,Rap
20~35,Melody
12~20,Melody
6~12,Rock
20~35,classical
20~35,classical
6~12,Melody
20~35,Melody
20~35,Pop
6~12,Rap
12~20,Electronic/Dance
6~12,Rap
20~35,classical
20~35,classical
12~20,classical
6~12,Melody
20~35,Melody
60+,Pop
6~12,Melody
35~60,classical
60+,Rap
20~35,Pop
35~60,Melody
35~60,classical
20~35,Melody
12~20,Melody
6~12,Rap
20~35,Rock
20~35,Melody
12~20,Pop
12~20,Pop
60+,Rap
12~20,Melody
35~60,classical
20~35,Melody
20~35,Rock
20~35,Melody
12~20,Pop
6~12,Pop
12~20,Melody
20~35,classical
35~60,Pop
20~35,Rock
20~35,Rap
12~20,Melody
6~12,Melody
12~20,Rap
12~20,Electronic/Dance
12~20,Pop
20~35,Pop
20~35,classical
35~60,Melody
12~20,classical
60+,Pop
20~35,Melody
20~35,Melody
20~35,Rap
12~20,Electronic/Dance
6~12,classical
6~12,Melody
20~35,Pop
20~35,Melody
20~35,Pop
12~20,Pop
35~60,Electronic/Dance
35~60,Electronic/Dance
12~20,Melody
20~35,classical
35~60,Melody
35~60,Pop
12~20,Electronic/Dance
35~60,Melody
35~60,classical
20~35,Pop
6~12,Pop
60+,Rap
20~35,Pop
6~12,Pop
6~12,classical
35~60,Melody
12~20,Rap
12~20,Melody
12~20,Rap
12~20,Melody
35~60,Melody
20~35,Melody
12~20,Rock
20~35,classical
20~35,classical
6~12,Pop
35~60,Melody
20~35,Melody
6~12,classical
20~35,Rock
20~35,classical
6~12,Rock
20~35,Melody
6~12,Rap
35~60,Rock
12~20,Melody
6~12,Melody
12~20,Melody
60+,Rock
12~20,Rap
20~35,Pop
20~35,classical
20~35,Melody
12~20,classical
20~35,Pop
20~35,Electronic/Dance
35~60,classical
20~35,Rap
35~60,classical
12~20,Melody
20~35,Rap
12~20,Melody
12~20,Melody
20~35,Rap
60+,Melody
20~35,Melody
20~35,Electronic/Dance
12~20,Rap
12~20,Melody
60+,Melody
12~20,Pop
20~35,Rap
20~35,classical
20~35,Rap
35~60,classical
60+,classical
12~20,Melody
60+,Pop
20~35,Pop
20~35,Electronic/Dance
20~35,Pop
20~35,classical
12~20,Pop
35~60,Pop
35~60,Pop
20~35,Electronic/Dance
20~35,classical
20~35,Melody
60+,Rap
20~35,Rap
20~35,Rap
12~20,Melody
20~35,Rap
20~35,Rock
60+,Melody
20~35,Melody
20~35,Rap
20~35,Melody
20~35,classical
20~35,Rap
20~35,Melody
60+,Melody
12~20,Electronic/Dance
60+,Electronic/Dance
12~20,Rock
60+,classical
20~35,Rock
20~35,Rock
35~60,Rap
20~35,Rap
12~20,Rap
12~20,Rap
6~12,Melody
20~35,classical
35~60,Melody
20~35,classical
35~60,Pop
20~35,Pop
20~35,Melody
20~35,Pop
35~60,Rap
6~12,Rap
6~12,Pop
60+,Melody
12~20,Pop
20~35,Pop
20~35,Melody
12~20,Melody
12~20,Melody
20~35,Rap
20~35,classical
12~20,Rap
20~35,Melody
20~35,Rap
20~35,Pop
60+,Melody
20~35,classical
20~35,Melody
35~60,Melody
6~12,Pop
20~35,Rap
20~35,Electronic/Dance
12~20,Rock
20~35,classical
20~35,Rock
20~35,classical
20~35,classical
12~20,Melody
35~60,classical
60+,Melody
12~20,Pop
12~20,Pop
12~20,Rock
60+,Pop
60+,Rap
35~60,Melody
12~20,Rap
20~35,classical
12~20,Melody
35~60,Pop
12~20,Melody
20~35,classical
35~60,classical
35~60,Rap
20~35,Electronic/Dance
35~60,Rap
20~35,Melody
60+,classical
12~20,Rap
20~35,Pop
12~20,Rock
20~35,Melody
35~60,Pop
12~20,Rap
20~35,Melody
20~35,Rock
20~35,classical
20~35,Melody
20~35,Melody
6~12,Melody
20~35,Electronic/Dance
20~35,Pop
35~60,classical
20~35,Pop
35~60,classical
20~35,Pop
12~20,classical
20~35,Melody
35~60,Rap
20~35,Melody
12~20,Rap
20~35,Melody
20~35,Rap
35~60,classical
20~35,classical
20~35,Melody
20~35,Rock
12~20,Pop
12~20,classical
6~12,classical
20~35,Rap
6~12,Rap
20~35,Rock
6~12,classical
20~35,Melody
35~60,Rock
20~35,Rap
35~60,Rap
20~35,classical
35~60,Rock
60+,Rap
20~35,Melody
20~35,Rap
6~12,Melody
60+,Melody
35~60,Rap
12~20,Electronic/Dance
35~60,Melody
12~20,classical
12~20,Melody
60+,classical
20~35,Melody
20~35,Rap
60+,Pop
20~35,Rock
20~35,classical
20~35,Pop
12~20,Melody
60+,Melody
20~35,Rap
20~35,Pop
60+,Melody
20~35,Rap
20~35,Pop
12~20,Pop
12~20,classical
20~35,Melody
20~35,Electronic/Dance
12~20,Pop
20~35,Melody
20~35,classical
20~35,Melody
20~35,Melody
20~35,Electronic/Dance
20~35,Pop
20~35,Melody
20~35,Rap
20~35,Rap
6~12,Pop
35~60,classical
60+,Pop
12~20,Melody
35~60,Pop
20~35,Melody
60+,Pop
12~20,Rap
35~60,Pop
20~35,Melody
60+,Rap
20~35,Rap
35~60,Melody
12~20,classical
20~35,Melody
20~35,Melody
20~35,classical
20~35,Melody
20~35,Melody
20~35,Melody
35~60,Melody
35~60,Melody
35~60,Rap
12~20,Rap
60+,Melody
60+,Melody
12~20,classical
20~35,Rap
6~12,Melody
60+,Electronic/Dance
60+,Melody
12~20,Rock
12~20,Melody
20~35,Pop
60+,Rap
12~20,Pop
20~35,Melody
35~60,classical
20~35,Electronic/Dance
20~35,Melody
20~35,Rock
6~12,Rock
12~20,Melody
12~20,Rap
12~20,classical
12~20,Melody
12~20,Pop
20~35,Melody
20~35,Electronic/Dance
12~20,Melody
20~35,Pop
60+,classical
20~35,Melody
20~35,Melody
35~60,Melody
20~35,Rap
20~35,Pop
60+,Pop
12~20,Melody
20~35,Pop
20~35,Rap
20~35,classical
20~35,Pop
20~35,classical
20~35,classical
6~12,classical
12~20,classical
20~35,Melody
20~35,Melody
20~35,Melody
20~35,Electronic/Dance
20~35,Melody
6~12,Pop
12~20,Rap
20~35,Melody
12~20,Pop
12~20,Melody
20~35,Melody
12~20,classical
6~12,classical
12~20,Melody
60+,Melody
60+,Pop
35~60,Electronic/Dance
6~12,Melody
20~35,classical
35~60,Melody
20~35,Pop
12~20,Melody
12~20,Melody
12~20,classical
20~35,classical
20~35,Rap
60+,Pop
12~20,Pop
35~60,Pop
35~60,classical
6~12,Melody
6~12,Melody
12~20,Pop
20~35,Melody
12~20,Melody
12~20,Electronic/Dance
6~12,Melody
12~20,Melody
20~35,Melody
20~35,Melody
12~20,classical
12~20,Pop
6~12,Melody
12~20,Melody
6~12,classical
35~60,Melody
20~35,Melody
20~35,Rap
20~35,Melody
6~12,classical
20~35,Melody
20~35,Pop
12~20,Rock
20~35,Melody
6~12,Melody
20~35,Melody
20~35,Pop
20~35,Melody
20~35,Melody
6~12,classical
20~35,Melody
35~60,Rap
20~35,Pop
12~20,Rap
6~12,Rap
12~20,classical
12~20,classical
6~12,Rap
20~35,Electronic/Dance
20~35,Electronic/Dance
20~35,Rock
6~12,Pop
20~35,classical
60+,classical
12~20,Pop
20~35,Pop
20~35,Rap
35~60,Melody
20~35,Rap
35~60,Rap
60+,Pop
20~35,Rap
20~35,Pop
20~35,classical
20~35,classical
20~35,Rap
35~60,Melody
20~35,Melody
12~20,Melody
6~12,Pop
35~60,classical
60+,Rap
20~35,Pop
60+,Melody
20~35,Melody
35~60,Melody
20~35,classical
12~20,classical
35~60,Pop
20~35,Rap
60+,classical
12~20,Pop
6~12,Rap
60+,Pop
35~60,Melody
20~35,Electronic/Dance
20~35,classical
35~60,classical
12~20,Pop
20~35,classical
20~35,Pop
20~35,Pop
20~35,Melody
12~20,classical
60+,Melody
20~35,Melody
35~60,Pop
12~20,classical
20~35,Pop
35~60,Electronic/Dance
6~12,Rap
20~35,Rock
6~12,Electronic/Dance
12~20,Rock
60+,Rock
35~60,Melody
12~20,classical
20~35,Melody
20~35,Rap
20~35,classical
12~20,Pop
20~35,Melody
12~20,Rap
20~35,classical
20~35,Melody
20~35,Pop
20~35,Pop
35~60,Rap
20~35,Pop
12~20,Pop
6~12,Rap
60+,classical
12~20,Rap
12~20,classical
20~35,Rock
6~12,Rap
20~35,classical
6~12,classical
20~35,Rap
35~60,Melody
12~20,Pop
12~20,classical
20~35,Electronic/Dance
12~20,Electronic/Dance
20~35,Melody
35~60,Melody
20~35,Pop
6~12,Melody
12~20,Rap
20~35,Pop
20~35,classical
12~20,Pop
35~60,Melody
20~35,Electronic/Dance
20~35,Electronic/Dance
6~12,Melody
20~35,classical
6~12,Melody
6~12,Melody
6~12,Rock
6~12,Rock
35~60,Rap
6~12,Rap
6~12,Melody
20~35,Pop
12~20,Pop
20~35,Rap
6~12,Electronic/Dance
12~20,Rock
20~35,Pop
20~35,classical
60+,Melody
60+,Pop
20~35,Rap
35~60,Rap
12~20,Rap
20~35,Pop
12~20,Electronic/Dance
6~12,Melody
60+,Pop
20~35,Pop
20~35,Melody
20~35,Melody
20~35,Melody
35~60,Melody
12~20,Pop
60+,Pop
20~35,classical
6~12,Pop
20~35,Rap
6~12,Melody
60+,classical
12~20,Pop
20~35,classical
35~60,Electronic/Dance
20~35,Melody
60+,Melody
20~35,Rap
6~12,classical
60+,classical
6~12,Melody
6~12,classical
60+,classical
20~35,Melody
60+,Rap
12~20,Rap
35~60,Rap
35~60,Pop
20~35,Pop
20~35,Rap
20~35,classical
35~60,Melody
20~35,Rap
20~35,classical
20~35,Melody
20~35,Rap
60+,Rap
20~35,Rap
35~60,Electronic/Dance
20~35,classical
20~35,Pop
20~35,Rap
20~35,Pop
6~12,Melody
6~12,classical
12~20,Melody
20~35,Rap
20~35,Pop
20~35,Rap
20~35,classical
60+,Melody
20~35,Melody
35~60,classical
6~12,Pop
60+,classical
20~35,Pop
12~20,Pop
35~60,Rap
20~35,Melody
35~60,Pop
20~35,Rock
6~12,Rap
6~12,Rock
20~35,Rock
20~35,Pop
12~20,Rap
20~35,classical
20~35,Melody
20~35,Rap
12~20,Melody
6~12,Melody
12~20,Rap
20~35,Pop
60+,classical
12~20,Melody
12~20,classical
6~12,Rock
12~20,Melody
35~60,Rap
20~35,Melody
12~20,Melody
20~35,Melody
6~12,Rap
20~35,classical
20~35,Pop
12~20,Pop
12~20,Electronic/Dance
12~20,Pop
20~35,classical
20~35,Melody
20~35,Melody
12~20,Rap
12~20,Melody
20~35,Melody
6~12,classical
20~35,Melody
12~20,Melody
12~20,Rap
12~20,Rap
12~20,Rap
20~35,classical
20~35,Melody
20~35,Rap
6~12,Melody
20~35,Rap
12~20,Electronic/Dance
12~20,Pop
20~35,Pop
12~20,Melody
12~20,classical
6~12,Melody
20~35,classical
20~35,classical
20~35,Melody
12~20,classical
20~35,classical
20~35,Pop
20~35,Rock
20~35,Rap
12~20,Melody
20~35,Rap
20~35,Melody
20~35,Rap
6~12,Rap
20~35,Rap
20~35,Pop
20~35,Melody
6~12,classical
12~20,Melody
35~60,classical
20~35,Pop
20~35,Melody
20~35,Rap
20~35,Rock
20~35,Melody
20~35,Rap
6~12,Melody
35~60,classical
20~35,Pop
12~20,Melody
12~20,Melody
60+,Rap
12~20,Melody
20~35,Melody
20~35,Melody
20~35,classical
60+,classical
35~60,Rap
60+,Melody
12~20,classical
20~35,Pop
12~20,Melody
60+,Melody
12~20,Rock
20~35,classical
35~60,classical
20~35,classical
12~20,Rap
20~35,Rap
35~60,Rap
20~35,Pop
6~12,Melody
6~12,Melody
20~35,Electronic/Dance
20~35,classical
20~35,Electronic/Dance
35~60,Melody
35~60,Melody
20~35,Melody
20~35,Melody
12~20,Melody
12~20,Melody
20~35,Rap
20~35,Melody
20~35,Rap
12~20,Melody
20~35,Electronic/Dance
12~20,Pop
20~35,Rap
20~35,Electronic/Dance
20~35,Melody
20~35,Rap
20~35,Electronic/Dance
20~35,Rap
20~35,Pop
12~20,classical
35~60,Pop
20~35,Pop
35~60,Rap
20~35,classical
6~12,classical
20~35,Pop
20~35,Electronic/Dance
60+,Electronic/Dance
12~20,classical
20~35,Melody
60+,Pop
20~35,Melody
6~12,Electronic/Dance
20~35,Melody
12~20,Rap
20~35,classical
60+,classical
6~12,Melody
20~35,classical
20~35,classical
20~35,classical
60+,Pop
20~35,Melody
20~35,Rap
60+,Pop
12~20,Melody
6~12,classical
12~20,Rap
12~20,classical
20~35,Electronic/Dance
20~35,Rap
20~35,Melody
60+,Electronic/Dance
20~35,Melody
20~35,Electronic/Dance
20~35,Rap
12~20,classical
12~20,Melody
20~35,Melody
6~12,Rap
12~20,Melody
12~20,Melody
20~35,Pop
35~60,Pop
6~12,classical
20~35,Melody
20~35,Pop
20~35,classical
6~12,Melody
20~35,classical
60+,Rap
12~20,Rap
6~12,Electronic/Dance
12~20,Melody
20~35,Electronic/Dance
35~60,Rock
20~35,classical
6~12,Melody
20~35,Pop
12~20,classical
6~12,Pop
20~35,Pop
12~20,Melody
35~60,Pop
20~35,Rap
20~35,Melody
60+,Melody
12~20,Rap
20~35,Rap
20~35,classical
6~12,Electronic/Dance
6~12,Pop
20~35,Melody
20~35,Melody
20~35,Rock
20~35,Electronic/Dance
20~35,Pop
20~35,Rock
20~35,Melody
20~35,classical
20~35,Melody
60+,classical
35~60,Melody
20~35,Rap
20~35,Electronic/Dance
20~35,Rock
12~20,Electronic/Dance
35~60,Pop
60+,Melody
12~20,Pop
12~20,Pop
12~20,classical
20~35,Melody
12~20,classical
35~60,Rap
60+,Rap
20~35,Rap
20~35,Melody
20~35,Rap
20~35,Pop
20~35,Electronic/Dance
20~35,classical
20~35,Rap
20~35,Rap
6~12,Rap
60+,classical
20~35,classical
35~60,classical
20~35,Melody
12~20,Melody
35~60,Rock
35~60,classical
60+,Melody
12~20,classical
20~35,Melody
35~60,Melody
20~35,Melody
20~35,Pop
12~20,Rap
20~35,Melody
20~35,Rap
12~20,Melody
12~20,Melody
12~20,Melody
20~35,Melody
20~35,Pop
6~12,Melody
12~20,Rap
20~35,classical
20~35,Pop
60+,Melody
20~35,Melody
60+,Pop
20~35,Pop
20~35,Rap
6~12,Rap
20~35,classical
6~12,Melody
20~35,Electronic/Dance
35~60,classical
35~60,Pop
35~60,classical
12~20,Rock
20~35,Rap
20~35,Rap
12~20,Rap
12~20,Rap
20~35,Electronic/Dance
60+,Rap
60+,Melody
6~12,Electronic/Dance
20~35,Pop
20~35,Rap
20~35,Electronic/Dance
20~35,Rap
12~20,Pop
20~35,Pop
12~20,Pop
35~60,Rap
20~35,Pop
60+,Pop
20~35,Melody
35~60,Rap
12~20,Rock
35~60,Pop
35~60,Rock
20~35,Melody
12~20,Pop
20~35,Pop
6~12,classical
6~12,Melody
20~35,classical
12~20,Melody
12~20,Melody
12~20,Melody
20~35,Pop
60+,classical
6~12,Melody
20~35,Rap
20~35,Rock
20~35,Pop
20~35,Pop
35~60,Rap
20~35,classical
20~35,classical
60+,Melody
60+,Melody
6~12,Rap
12~20,Rap
20~35,Melody
20~35,Pop
12~20,Rap
20~35,classical
20~35,Melody
20~35,classical
20~35,Pop
20~35,Melody
60+,classical
20~35,Melody
20~35,Melody
20~35,Melody
6~12,Melody
20~35,Pop
12~20,Pop
20~35,Pop
6~12,Rap
60+,Pop
35~60,Melody
12~20,Melody
60+,Melody
60+,Melody
6~12,Rap
20~35,Pop
35~60,classical
20~35,Melody
60+,Pop
60+,Pop
20~35,classical
60+,Pop
12~20,Melody
12~20,Pop
20~35,Melody
12~20,Rap
20~35,Rap
20~35,Pop
20~35,Rock
12~20,Melody
20~35,Melody
20~35,Rap
35~60,Pop
6~12,Rap
60+,Melody
20~35,Rock
60+,Pop
20~35,Rap
12~20,Rock
35~60,Rap
20~35,Pop
12~20,Pop
20~35,classical
35~60,classical
20~35,Rap
35~60,Pop
20~35,Rock
12~20,Pop
35~60,Melody
35~60,classical
12~20,Rock
12~20,Rock
60+,classical
20~35,classical
35~60,Electronic/Dance
35~60,Pop
12~20,Pop
12~20,classical
12~20,Pop
20~35,Melody
60+,Melody
20~35,Rock
20~35,classical
6~12,Electronic/Dance
6~12,Rap
12~20,classical
20~35,Rap
20~35,Melody
60+,Melody
60+,Pop
20~35,Melody
60+,Rock
20~35,Electronic/Dance
35~60,Melody
20~35,Rap
35~60,Melody
20~35,Melody
60+,Pop
12~20,Melody
6~12,classical
35~60,Melody
20~35,Rap
20~35,Melody
20~35,Pop
20~35,classical
20~35,Melody
20~35,Pop
12~20,Melody
20~35,Melody
12~20,Pop
12~20,classical
20~35,Melody
60+,Pop
20~35,Rap
60+,Pop
20~35,Melody
60+,Pop
12~20,Rap
12~20,Electronic/Dance
12~20,classical
12~20,Melody
12~20,classical
6~12,Rock
6~12,Pop
20~35,Pop
12~20,Melody
20~35,Rap
35~60,Rap
20~35,Rap
60+,Melody
6~12,Rap
20~35,Melody
12~20,Melody
12~20,Melody
12~20,Rap
60+,Melody
20~35,Rock
12~20,Rap
20~35,Rap
20~35,classical
20~35,Pop
6~12,Melody
20~35,Melody
20~35,classical
20~35,classical
12~20,classical
20~35,Melody
20~35,Pop
12~20,Melody
20~35,Electronic/Dance
12~20,Melody
20~35,Melody
6~12,Rock
12~20,Electronic/Dance
20~35,Melody
20~35,Melody
12~20,Pop
20~35,Pop
20~35,Rap
12~20,classical
20~35,Pop
35~60,Melody
35~60,Melody
12~20,Melody
6~12,Rock
6~12,Electronic/Dance
20~35,Pop
60+,Melody
12~20,Pop
12~20,Melody
20~35,Electronic/Dance
20~35,Pop
20~35,Melody
20~35,classical
20~35,classical
12~20,Pop
20~35,Rap
20~35,Rap
12~20,Pop
12~20,Pop
20~35,Melody
20~35,Rap
20~35,Pop
20~35,Melody
20~35,Pop
12~20,Melody
60+,classical
20~35,Melody
20~35,Electronic/Dance
20~35,Melody
35~60,Pop
20~35,Pop
12~20,Rap
12~20,Melody
20~35,Melody
60+,Pop
60+,Rap
20~35,Melody
60+,Melody
12~20,Melody
60+,Pop
60+,Melody
20~35,Pop
12~20,Melody
20~35,Melody
12~20,Melody
20~35,classical
12~20,Pop
60+,classical
12~20,classical
12~20,Melody
12~20,classical
12~20,classical
20~35,classical
20~35,Electronic/Dance
35~60,Electronic/Dance
20~35,Melody
6~12,Pop
35~60,Melody
20~35,Melody
60+,Pop
60+,Rap
35~60,Melody
35~60,Melody
35~60,Rap
20~35,Rap
20~35,classical
20~35,classical
35~60,Rap
35~60,Pop
60+,Melody
20~35,Rap
20~35,Melody
60+,Melody
6~12,Melody
12~20,classical
12~20,Melody
60+,classical
60+,Melody
60+,Pop
12~20,Melody
35~60,Melody
12~20,Rap
12~20,Melody
20~35,Pop
35~60,Rap
6~12,classical
12~20,Melody
12~20,classical
20~35,Rap
12~20,Melody
60+,classical
20~35,Pop
20~35,classical
20~35,classical
20~35,Rap
20~35,Rap
12~20,Melody
20~35,Rap
12~20,classical
12~20,Pop
60+,Rock
12~20,classical
12~20,Electronic/Dance
60+,Electronic/Dance
12~20,Rap
20~35,classical
60+,Rock
20~35,Rock
20~35,Melody
6~12,Melody
12~20,Melody
12~20,classical
12~20,Pop
20~35,Melody
20~35,Rap
20~35,Rock
12~20,Pop
60+,classical
12~20,classical
35~60,Rap
12~20,Melody
35~60,Melody
20~35,Rap
35~60,Electronic/Dance
12~20,Rap
20~35,Melody
12~20,Rock
12~20,Rap
20~35,Rap
20~35,Rap
6~12,Rap
20~35,classical
12~20,Melody
35~60,Rock
20~35,Melody
35~60,Rap
6~12,classical
20~35,Electronic/Dance
20~35,Melody
12~20,classical
12~20,Melody
20~35,Rap
12~20,classical
6~12,Melody
6~12,Melody
6~12,Melody
20~35,Melody
20~35,classical
20~35,Rock
12~20,classical
20~35,classical
20~35,Melody
20~35,Pop
12~20,Pop
20~35,Rap
12~20,Pop
20~35,Rock
12~20,Melody
20~35,Rock
35~60,Pop
12~20,Melody
60+,classical
6~12,classical
35~60,Pop
12~20,classical
20~35,classical
35~60,Pop
12~20,Rap
6~12,Electronic/Dance
20~35,classical
12~20,Rock
20~35,Melody
20~35,Rap
60+,Melody
20~35,Pop
35~60,Electronic/Dance
20~35,Melody
12~20,Pop
20~35,Rap
12~20,classical
35~60,Rap
20~35,Rock
20~35,Rap
12~20,classical
60+,Pop
20~35,Electronic/Dance
20~35,Melody
12~20,Melody
20~35,Melody
20~35,Rap
20~35,Melody
20~35,Rap
6~12,Pop
12~20,classical
60+,Pop
20~35,Melody
12~20,Melody
20~35,classical
20~35,Pop
20~35,Melody
6~12,Pop
20~35,Rock
12~20,classical
12~20,Melody
35~60,Melody
35~60,Rap
6~12,classical
35~60,classical
20~35,Melody
20~35,Melody
20~35,Pop
6~12,classical
20~35,Rap
20~35,Rap
6~12,classical
35~60,Pop
35~60,Melody
60+,Melody
20~35,Rock
6~12,classical
20~35,Rap
6~12,Melody
60+,Rock
12~20,Melody
35~60,Rap
20~35,Melody
60+,Rap
60+,Pop
60+,Melody
35~60,Melody
20~35,Pop
35~60,Pop
20~35,Melody
20~35,Melody
35~60,Melody
60+,Melody
12~20,classical
20~35,Rock
35~60,Rap
60+,classical
20~35,classical
20~35,Melody
35~60,Rock
60+,Pop
12~20,Pop
20~35,Melody
20~35,classical
20~35,Melody
20~35,Melody
20~35,classical
12~20,Electronic/Dance
20~35,Electronic/Dance
20~35,Melody
20~35,Pop
60+,Melody
20~35,classical
12~20,classical
6~12,Melody
20~35,classical
35~60,Melody
20~35,classical
6~12,Rap
20~35,classical
35~60,Melody
6~12,Rap
35~60,classical
6~12,Melody
20~35,Rock
6~12,Rock
12~20,Melody
20~35,Rap
60+,Rap
20~35,Melody
60+,Pop
12~20,Melody
60+,Rock
20~35,Melody
20~35,Melody
12~20,Pop
35~60,classical
6~12,Pop
20~35,Electronic/Dance
20~35,Melody
12~20,classical
35~60,classical
12~20,Melody
6~12,classical
35~60,Electronic/Dance
12~20,Electronic/Dance
20~35,Rap
20~35,Rap
20~35,Electronic/Dance
20~35,classical
20~35,Pop
20~35,Melody
35~60,Rap
60+,Melody
12~20,Rap
35~60,Melody
35~60,Rap
20~35,Rap
60+,Rap
60+,Rap
20~35,Melody
20~35,Pop
6~12,Pop
35~60,Melody
12~20,classical
20~35,Rap
6~12,Melody
12~20,Melody
20~35,classical
20~35,Rap
20~35,classical
60+,Rap
20~35,Melody
60+,classical
20~35,Rock
12~20,Melody
35~60,Melody
20~35,Electronic/Dance
6~12,Melody
20~35,Melody
12~20,Melody
60+,Melody
60+,Rap
60+,Rock
12~20,Pop
12~20,Melody
12~20,classical
20~35,Pop
20~35,Rap
6~12,Rap
12~20,Rock
12~20,Melody
6~12,Rap
6~12,classical
12~20,Rap
20~35,Melody
20~35,Melody
20~35,Pop
12~20,Melody
35~60,Pop
6~12,classical
20~35,Melody
6~12,Melody
12~20,Rap
60+,classical
12~20,Rock
12~20,classical
60+,Electronic/Dance
12~20,Pop
20~35,Pop
35~60,Melody
20~35,Pop
6~12,classical
20~35,Melody
35~60,classical
35~60,classical
20~35,classical
6~12,Pop
35~60,Electronic/Dance
12~20,classical
20~35,Rap
60+,Melody
20~35,Rap
20~35,Pop
60+,Rap
12~20,Melody
20~35,Melody
60+,Pop
12~20,Melody
20~35,Rap
20~35,Melody
12~20,Electronic/Dance
12~20,Pop
35~60,Rock
20~35,Pop
20~35,Pop
20~35,Pop
60+,Rap
60+,Rap
60+,classical
60+,classical
20~35,Melody
6~12,Melody
20~35,Rock
60+,Rap
12~20,Melody
20~35,Rap
6~12,Melody
6~12,Pop
6~12,Melody
12~20,Melody
6~12,classical
20~35,Melody
12~20,Melody
12~20,Pop
20~35,Pop
35~60,Pop
20~35,Rock
20~35,Rap
20~35,classical
20~35,Rock
60+,Melody
20~35,Pop
60+,classical
60+,Rap
20~35,Melody
35~60,Melody
20~35,Pop
20~35,classical
35~60,Melody
12~20,Rap
12~20,classical
20~35,Pop
20~35,Rap
6~12,Rock
60+,Melody
60+,Rock
20~35,Rock
60+,Melody
35~60,classical
20~35,Melody
35~60,Melody
20~35,Rap
20~35,Pop
20~35,Rap
35~60,classical
12~20,Rock
12~20,Melody
60+,classical
20~35,Rap
20~35,Melody
12~20,Pop
20~35,classical
20~35,Melody
60+,Rap
12~20,Melody
35~60,Electronic/Dance
20~35,Pop
12~20,Rap
12~20,Melody
20~35,classical
20~35,Melody
60+,classical
60+,Rap
20~35,Melody
60+,Melody
20~35,Melody
6~12,classical
20~35,classical
12~20,Pop
35~60,classical
6~12,classical
20~35,Melody
35~60,Rap
60+,Pop
35~60,Pop
60+,Pop
12~20,Melody
35~60,Melody
12~20,Rap
6~12,Rap
12~20,Pop
20~35,classical
20~35,Melody
6~12,Electronic/Dance
12~20,Melody
6~12,classical
20~35,Electronic/Dance
20~35,classical
12~20,classical
20~35,Melody
12~20,Melody
35~60,Electronic/Dance
20~35,Melody
60+,classical
6~12,Rap
35~60,Pop
20~35,Electronic/Dance
20~35,Rap
20~35,Rap
35~60,Rap
20~35,classical
12~20,Pop
60+,Electronic/Dance
12~20,Rap
20~35,Electronic/Dance
20~35,Melody
20~35,Electronic/Dance
12~20,Rock
20~35,Rap
20~35,Rap
12~20,classical
60+,classical
12~20,Pop
12~20,classical
6~12,Melody
20~35,classical
12~20,Rap
12~20,Pop
12~20,Melody
6~12,Rock
12~20,classical
12~20,Melody
12~20,Melody
